,time,similar_mols,smiles
0,0.0006558241162828654,"[('CSc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1N(CCN1CCOCC1)S(C)(=O)=O', 0.7545631387120831), ('CN(C)CCNS(=O)(=O)c1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1', 0.7500923815979361), ('CS(=O)(=O)Oc1cc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)ccc1OCc1ccccc1', 0.7387278362615377)]",COC(=O)[C@H](CCCCN)NC(=O)Nc1cc(OC)cc(C(C)(C)C)c1O
1,0.0006585959852851075,"[('COC(=O)c1cccc(-c2ccc(CN3C(=O)c4ccccc4C3=O)cc2)c1', 0.41766757419225825), ('COC(=O)c1c(-c2ccccc2)c2ccccc2c(=O)n1Cc1ccccc1', 0.40663017751492914), ('COC(=O)c1cccc(CN2C(=O)c3ccccc3C2=O)c1', 0.40471360670018974)]",O=C(Nc1cccc2cnccc12)c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1
2,0.0007459955554226634,"[('COCCOc1ccn2c(C(=O)Nc3cccc4c3c(C3CC3)nn4Cc3ccccc3)cnc2c1', 0.7378658582341011), ('CCc1nn(Cc2nc(C)cs2)c2cccc(NC(=O)c3cnc4cc(OCCN5CCN(C)CC5)ccn34)c12', 0.6919040768320124), ('Cc1cccc(Cn2nc(C)c3c(NC(=O)c4cnc5cc(OCCN6CCN(C(=O)OC(C)(C)C)CC6)ccn45)cccc32)n1', 0.6600070715422214)]",CCN(CC)Cc1ccc(-c2nc(C)c(COc3ccc([C@H](CC(=O)N4C(=O)OC[C@@H]4Cc4ccccc4)c4ccon4)cc3)s2)cc1
3,0.00046926192618540854,"[('CC(=Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)s1)C(=O)OC(C)(C)C', 0.5475856781933935), ('CCC(Cc1ccc(C(=O)OC(C)(C)C)s1)C(=O)OCc1ccccc1', 0.46977617561176277), ('CC(C)(C)OC(=O)c1cc(OC(C)(C)C)c(C(=O)O)s1', 0.46768969125380117)]",CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CN(C(CF)CF)C5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
4,0.00039568499680406126,"[('C(=Cc1ccccc1)c1ccccc1', 0.7126966450997984), ('O=Cc1cc(/C=C/c2ccccc2)co1', 0.6030226891555273), ('BrCc1ccc(C=Cc2ccccc2)cc1', 0.575355961782461)]",CCOc1ccc(Oc2ncnc3c2cnn3C2CCN(C(=O)OC3CCCC3)CC2)c(F)c1
5,0.000475747060939118,"[('Clc1ccc2c3ccccc3n(-c3ccccc3)c2c1', 0.8059606997693185), ('Brc1ccc(-n2c3ccccc3c3ccccc32)cc1', 0.8059606997693185), ('Cc1ccc(-n2c3ccccc3c3ccccc32)cc1', 0.8059606997693185)]",Cn1cnc(-c2cc(C#N)ccn2)c1-c1ccc(-n2cccn2)cc1
6,0.000619632429618623,"[('Cn1c(=O)c(-c2ccc(F)cc2)cc2c3cc(-c4csc(N)n4)ccc3n(C)c21', 0.6796082893419315), ('CCOCc1cc(-c2ccc3c(c2)c2cc(-c4ccc(Cl)cc4Cl)c(=O)n(C)c2n3C)nn1C', 0.6778840421453125), ('CCOC(=O)c1cc(-c2ccc3c(c2)c2cc(-c4ccc(Cl)cc4Cl)c(=O)n(C)c2n3C)nn1C', 0.6718208716481571)]",N#Cc1ccc(OC2CCCCO2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)c1
7,0.00042995338891436025,"[('Nc1ncccc1C#CCc1ccccc1', 0.6201736729460422), ('N#Cc1ncc(C#CCCc2ccccc2)c(NC2CCCC2)n1', 0.5683985600588051), ('C(#Cc1ccccn1)CCc1nc2ncccc2o1', 0.4768182285738497)]",COc1ccc(C(O)Cc2c(Cl)c[n+]([O-])cc2Cl)c2c1OC1(CCCC1)O2
8,0.00042966671865415885,"[('CC(C)(C)C(=O)Nc1cnc(Br)cn1', 0.7084705370941702), ('CC(C)(C)C(=O)Nc1ccccc1', 0.6374552583116766), ('O=C(NCCCl)Nc1cccc(Br)n1', 0.6048583789091339)]",CC(C)(C)OC(=O)NNC(=O)c1ccc(Br)cc1Cl
9,0.0005683277191301725,"[('CC(CC(=O)O)(c1ccccc1)c1ccccc1', 0.4813109511118895), ('CCCNCCC(c1ccccc1)c1ccccc1', 0.4640954808922571), ('CC(C)(C)OC(=O)NCC(c1ccccc1)c1ccccc1', 0.42438533899272785)]",CCOP(=O)(COCc1nc2c(N)ncnc2n1CCc1ccccc1)OCC
10,0.0004939822056935519,"[('O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1cc2ccccc2o1', 0.6885879012026783), ('Cc1ccsc1S(=O)(=O)NC(=O)Nc1ccc(Cl)cc1', 0.656061025261043), ('CCCCCS(=O)(=O)NC(=O)Nc1ccc(Cl)cc1', 0.5976143046671968)]",O=C(O)CONC(=O)NCc1cccc2ccccc12
11,0.0006009251439527327,"[('CCOC(=O)C(C)(C)c1ccc(OCc2ccccc2)cc1', 0.47574393154432765), ('CC(C)(CC=O)C(=O)OCc1ccccc1', 0.44446711960297275), ('CC(CO)(CO)C(=O)OCc1ccccc1', 0.44320263021395917)]",CCOC(=O)c1nn[nH]c1C(=O)c1ccc(OC)c(OC)c1
