,time,similar_mols,smiles
0,0.00045754834452980074,"[('CN(C)CCNS(=O)(=O)c1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1', 0.8536585365853658), ('CSc1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1N(CCN1CCOCC1)S(C)(=O)=O', 0.8409090909090909), ('COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(N)cc2F)cc1OC', 0.8285714285714286)]",COC(=O)[C@H](CCCCN)NC(=O)Nc1cc(OC)cc(C(C)(C)C)c1O
1,0.00046651290786958575,"[('Cc1c(CN2C(=O)c3ccccc3C2=O)c(=O)oc2c(C)c(O)ccc12', 0.7419354838709677), ('COc1ccc(Cn2c(C)cc(OCc3ccccc3CN)c(C)c2=O)c(OC)c1', 0.7272727272727273), ('Cc1cc(C)c(-c2cccc3c2c(=O)c(C)cn3Cc2ccccc2)c(C)c1', 0.71875)]",O=C(Nc1cccc2cnccc12)c1cc([N+](=O)[O-])c(Sc2c(Cl)cncc2Cl)s1
2,0.000523342716331241,"[('Cn1cc(-c2cc(C(=O)Nc3ccnnc3)c(OCc3ccccc3)cc2CN2CCOCC2)cn1', 0.8354430379746836), ('COCCOc1ccn2c(C(=O)Nc3cccc4c3c(C3CC3)nn4Cc3ccccc3)cnc2c1', 0.8354430379746836), ('COCCN1CCC(n2nc(-c3ccc(NC(=O)c4cc5ccccc5n4C)c(OC)c3)c3c(N)ncnc32)C1', 0.8192771084337349)]",CCN(CC)Cc1ccc(-c2nc(C)c(COc3ccc([C@H](CC(=O)N4C(=O)OC[C@@H]4Cc4ccccc4)c4ccon4)cc3)s2)cc1
3,0.00033309837452056564,"[('COC(=O)C(=Cc1cccnc1)C(=O)OC(C)(C)C', 0.7368421052631579), ('CC(=Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)s1)C(=O)OC(C)(C)C', 0.6956521739130435), ('COC(=O)c1ccc(C(C)(C)C)[nH]1', 0.6875)]",CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CN(C(CF)CF)C5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
4,0.00027674999600201845,"[('O=Cc1ccc(-c2ccccc2)cc1', 0.8888888888888888), ('C=Cc1ccc(-c2ccccc2)cc1', 0.8888888888888888), ('C(=Cc1ccccc1)c1ccccc1', 0.8888888888888888)]",CCOc1ccc(Oc2ncnc3c2cnn3C2CCN(C(=O)OC3CCCC3)CC2)c(F)c1
5,0.0003329620181540015,"[('Clc1ccc2c3ccccc3n(-c3ccccc3)c2c1', 0.9743589743589743), ('Brc1ccc(-n2c3ccccc3c3ccccc32)cc1', 0.9743589743589743), ('c1ccc(N2c3ccccc3Sc3ccccc32)cc1', 0.9743589743589743)]",Cn1cnc(-c2cc(C#N)ccn2)c1-c1ccc(-n2cccn2)cc1
6,0.0004371402411215547,"[('Cn1c(=O)c(-c2ccc(F)cc2)cc2c3cc(-c4csc(N)n4)ccc3n(C)c21', 0.8852459016393442), ('CC(O)c1cc2c3c(c(-c4ccccc4Cl)cc2n1C)C(=O)NC3=O', 0.8421052631578947), ('CC(O)c1cccc(-c2ccn3nc(-c4ccc(Cl)cc4)cc3c2)c1', 0.8421052631578947)]",N#Cc1ccc(OC2CCCCO2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)c1
7,0.0003015407789478699,"[('Nc1ncccc1C#CCc1ccccc1', 0.9375), ('COC(=O)CCc1ccc(C#Cc2ccncc2)cc1', 0.8333333333333334), ('N#Cc1ncc(C#CCCc2ccccc2)c(NC2CCCC2)n1', 0.8)]",COc1ccc(C(O)Cc2c(Cl)c[n+]([O-])cc2Cl)c2c1OC1(CCCC1)O2
8,0.00030687787508202095,"[('CC(C)(C)C(=O)Nc1cnc(Br)cn1', 0.9285714285714286), ('CC(C)(C)C(=O)Nc1ccccc1', 0.8888888888888888), ('CC(C)(Br)C(=O)Nc1ccccc1O', 0.8571428571428571)]",CC(C)(C)OC(=O)NNC(=O)c1ccc(Br)cc1Cl
9,0.0003924224748085936,"[('CCC(CC)(c1ccc(CCC(O)C(C)(C)C)c(C)c1)c1ccc(-c2ccc(C(O)C(=O)OC)cc2)c(C)c1', 0.7142857142857143), ('CCCC(O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1', 0.68), ('CC(O)(CCO)c1ccccc1-c1ccccc1', 0.6530612244897959)]",CCOP(=O)(COCc1nc2c(N)ncnc2n1CCc1ccccc1)OCC
10,0.00035106473728459703,"[('Cc1ccsc1S(=O)(=O)NC(=O)Nc1ccc(Cl)cc1', 0.8780487804878049), ('O=C(Nc1ccc(Cl)cc1)NS(=O)(=O)c1cc2ccccc2o1', 0.8636363636363636), ('CCOC(=O)c1cccc(NS(=O)(=O)c2ccc3ccccc3c2)c1', 0.8260869565217391)]",O=C(O)CONC(=O)NCc1cccc2ccccc12
11,0.0004200816858571952,"[('CCOC(=O)C(C)(C)c1ccc(OCc2ccccc2)cc1', 0.6909090909090909), ('CCOC(=O)C(COC(=O)Cc1ccc(N)c(C)c1)(C(=O)OCC)c1ccccc1', 0.6666666666666666), ('CCOC(=O)C(COC(=O)Cc1ccc([N+](=O)[O-])c(C)c1)(C(=O)OCC)c1ccccc1', 0.6461538461538462)]",CCOC(=O)c1nn[nH]c1C(=O)c1ccc(OC)c(OC)c1
12,0.00044570071977173293,"[('Cc1c(C(Nc2ccc(C(=O)N(C)CCC(=O)O)nc2)C2CCCCC2)sc2ccccc12', 0.746268656716418), ('CCOC(=O)CCN(C)C(=O)c1ccc(NC(c2oc3ccc(F)cc3c2C)C2CCCCC2)cn1', 0.7142857142857143), ('CCOC(=O)CCN(C)C(=O)c1ccc(NC(c2oc3ccc(Cl)nc3c2C)C2CCCCC2)cc1', 0.7142857142857143)]",COC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C
13,0.00038490255518082065,"[('CC(C)c1c(OCCNC(=O)OC(C)(C)C)noc1-c1ccccc1Cl', 0.9615384615384616), ('CC(C)(C)OC(=O)NCCOc1noc(-c2cccnc2)c1Cl', 0.8163265306122449), ('CCCCCc1c(OCCNC(=O)OC(C)(C)C)noc1-c1ccccc1', 0.7924528301886793)]",c1ccc(CN2CCC(NCc3c[nH]cn3)CC2)cc1
14,0.000302972354844301,"[('CC(C)Oc1cncc(Br)c1', 0.8461538461538461), ('CC(C)Oc1ncc(C(=O)O)cc1Cl', 0.8275862068965517), ('COC(=O)c1cnc(O)c(Br)c1', 0.8148148148148148)]",Oc1ccc(OCc2ccccc2)c(Br)c1
15,0.00034933490883193405,"[('COc1cc(OC)cc(Oc2cccc(F)c2CC(=O)O)c1', 0.9523809523809523), ('COc1ccc(OC)c(C(=O)c2ccccc2CBr)c1', 0.95), ('COC(=O)Cc1ccccc1COc1ccccc1C', 0.95)]",CC(C)n1nc(-c2ccc(O)cc2)c2cccc(Cl)c21
16,0.0003365846269206581,"[('COc1cc(O)ccc1-c1nc2nccnc2[nH]1', 0.9444444444444444), ('COc1cccc(-c2nc3ncc(Br)cc3[nH]2)c1', 0.9444444444444444), ('Nc1ccc2[nH]c(-c3ccncc3)nc2c1', 0.9411764705882353)]",Cc1ccccc1C(=O)Nc1ccc(C(=O)N2Cc3ccccc3Sc3ncccc32)cc1
17,0.00042549610124765743,"[('NN=CNc1ccc(C(=O)Nc2ccc3c(c2)CCC(CC(=O)O)O3)cc1', 0.7931034482758621), ('O=C(CC1CN2CCC1CC2)Nc1cccc(-c2ccccc2CO)c1', 0.7368421052631579), ('O=C(CC1CN2CCC1CC2)Nc1cccc(-c2ccc(CO)cc2)c1', 0.7368421052631579)]",FC(F)(F)c1ccc(N2CCOc3ccccc32)c(Br)c1
18,0.0004432951315585167,"[('O=C(O)c1cn(C2CC2)c2c(F)c(N3CCOC3)c(F)cc2c1=O', 0.7796610169491526), ('NCC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1', 0.7666666666666667), ('CC1CCc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23', 0.7540983606557377)]",CC(C)Sc1ncccc1F
19,0.00036214023712415554,"[('O=C(CC1CN2CCC1CC2)Nc1cccc(-c2ccccc2CO)c1', 0.875), ('CCC(=O)N1CCC(CC(=O)Nc2ccc(-c3ccccc3)cc2)CC1', 0.875), ('O=C(CC1CN2CCC1CC2)Nc1cccc(-c2ccc(CO)cc2)c1', 0.875)]",COC(=O)C(C)(C)CN1CCN(C2=Nc3ccc(Cl)cc3Cn3cc(C)cc32)CC1
20,0.00029478886356477864,"[('Clc1ccc([C@@H]2CO2)cn1', 0.75), ('c1ccc(C2CO2)cc1', 0.6956521739130435), ('NC[C@H]1COc2cccnc2O1', 0.6923076923076923)]",CCN(c1nc(F)ccc1NC(C)C)C1CCNCC1
21,0.0003203845829306069,"[('CCOC(=O)c1cn(-c2ccc(N)cc2)cn1', 0.9375), ('NC(=O)c1nc2ccc(Br)cn2c1N', 0.8275862068965517), ('CCOC(=O)c1cn(C)c2ccc(C#CCO)nc2c1=O', 0.7777777777777778)]",O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC4CCCC4)nc23)N1
22,0.00035867850487797214,"[('CCOC(=O)c1sc(-c2ccc(O)cc2)nc1C', 0.9230769230769231), ('CCOC(=O)c1sc(C)nc1-c1cccc(F)c1', 0.8717948717948718), ('CCOC(=O)c1sc(-c2cc(O)c3sccc3c2)nc1C', 0.8571428571428571)]",COC(Oc1cc(Cl)cc(Cl)c1)C(=O)OC(C)(C)C
23,0.0004287532429631328,"[('O=C(Nc1ccc2[nH]cc(C3CCN(CCc4ccccc4)CC3)c2n1)c1ccccc1', 0.9523809523809523), ('O=C(Nc1ccc2[nH]cc(C3CCN(CCc4ccccc4)CC3)c2n1)c1ccc(F)cc1', 0.9375), ('O=C(NC1CCn2c(CCc3ccccc3)nc3cccc1c32)c1ccccn1', 0.9333333333333333)]",NCc1cccc([N+](=O)[O-])c1
24,0.0005610525131969398,"[('CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(SCc4ccno4)cc2)CCN3CC(C)C)cc1', 0.7835051546391752), ('CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(S(=O)Cc4nccs4)cc2)CCN3CC(C)C)cc1', 0.7755102040816326), ('CCCCOCCOc1ccc(-c2cnc3c(c2)C=C(C(=O)Nc2ccc(CN(C)C4CCOCC4)cc2)CCN3CC(C)C)cc1', 0.7676767676767676)]",C#Cc1coc2ccc(C(=O)N[C@H]3CN4CCC3CC4)cc12
25,0.00046606978967015386,"[('CN(C)C(=O)c1cc2cnc(Nc3ccc(N4C(=O)CN5CCC4CC5)cn3)nc2n1C1CCCCCC1', 0.8648648648648649), ('CN(C)C(=O)c1ccc(Nc2ncnc3c2c(F)cn3C2CCN(c3ncc(C(=O)O)cn3)CC2)c(F)c1', 0.8648648648648649), ('CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cn3)nc2n1C1CCCC1', 0.8533333333333334)]",CC(=O)OC(COCCOS(C)(=O)=O)c1cccc(Cl)c1
26,0.0003568204274638194,"[('CSCC[C@@H](NC(=O)OC(C)(C)C)c1ccc(Cl)c(Cl)c1', 0.8372093023255814), ('CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)NCCc1ccccc1', 0.8260869565217391), ('COC(=O)[C@H](CCc1ccc(Cl)cc1)NC(=O)OC(C)(C)C', 0.8181818181818182)]",O=C(NCc1ccco1)N1CCC(CCOc2ccc3cc2CCc2cncc(c2)Nc2ncc(Cl)c(n2)N3)CC1
27,0.0004968445577494443,"[('CC(C)Oc1ccc(-n2c(C(=O)O)c(Cl)c3cc(Oc4ccc(C(F)(F)F)cc4)ccc32)cc1', 0.868421052631579), ('CCOC(=O)c1c(I)c2cc(-c3ccc(C(F)(F)F)cn3)ccc2n1-c1ccc(OC(C)C)cc1', 0.8051948051948052), ('Cc1cc(-c2nn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c3ccc(C(=O)O)cc23)ccn1', 0.8)]",O=C1CN(c2ccncc2)CCN1c1ccc(OCc2ccccc2)cc1
28,0.0003779306342001522,"[('Nc1ccc(CCC(=O)c2ccc(N3CCOCC3)cc2)cc1', 0.875), ('O=C(c1cc2ccccc2cn1)N1CCN(CCc2ccc(F)cc2)CC1', 0.8461538461538461), ('CC(=O)N1CCN(c2ccc(CCc3csc(CCCNC(=O)NN)c3)nc2)CC1', 0.8363636363636363)]",CCC(NCCCNC(=O)OC(C)(C)C)c1nn2cccc2c(=O)n1Cc1ccccc1
